name,url,First appearance,Latest appearance,Occupation(s),Residence,Gender,Color,Eye color,Portrayer,Appearance,Classification,Spouse,Parents,Children
Incidental 23,https://spongebob.fandom.com/wiki/Incidental_23,"""Ripped Pants""","['Saving Bikini Bottom: The Sandy Cheeks Movie (SpongeBob SquarePants)', '""Patrick Show Land"" (The Patrick Star Show)']","['Coal miner', 'Lumberjack', 'Actor', 'Construction worker', 'Magician', 'Rock collector', 'Red soldier', 'Fry Cook Games competitor', 'Krusty Krab commercial crew member (formerly)', 'Student', 'Krusty Factory worker', 'Stair war solider', 'Glass mover']","['Bikini Bottom, Pacific Ocean', 'Inferno Island', 'Man Rayopolis', 'Bikini Bottomshire', 'Dead Eye Gulch', 'Bikini Bottom Jail', 'Binary Bottom (""RobotInc"" variant)']",Male,Turquoise and blue,Black,"['Mark Fite (""Born to Be Wild"")', 'Tom Kenny (""Krabs vs. Plankton"" and ""Lost in Bikini Bottom"")', 'Rodger Bumpass (""The Masterpiece"")', 'Eban Schletter (""The Inmates of Summer"") (singing voice)']",,Tuna,,,
Incidental 24,https://spongebob.fandom.com/wiki/Incidental_24,"""Ripped Pants""","['Saving Bikini Bottom: The Sandy Cheeks Movie (SpongeBob SquarePants)', '""The Patrick Show After Dark"" (The Patrick Star Show)']","['Masseur', 'Healthy Krab employee', 'Retired member of the Navy', 'Gong clasher', 'Bodybuilder', 'Servant of the King of Sports', 'Stair war solider']","['Bikini Bottom, Pacific Ocean', 'Binary Bottom (""RobotInc"" variant)']",Male,Bronze-brown,Black,"['Bill Fagerbakke (""Larry\'s Gym,"" Squid\'s on a Bus,"" and ""Family Plotz"")', 'Rodger Bumpass (""SpongeBob on Parade"")']",,Batfish,,,
Incidental 24A,https://spongebob.fandom.com/wiki/Incidental_24A,"""Ripped Pants""","['""Momageddon"" (SpongeBob SquarePants)', '""Patrick Show Land"" (The Patrick Star Show)']","['Bodybuilder', 'Stair war solider']","Bikini Bottom, Pacific Ocean",Male,Light gray,White with black pupils,Rodger Bumpass,,Whale shark,,,
Incidental 27,https://spongebob.fandom.com/wiki/Incidental_27,"['""Ripped Pants""', '""Boating School"" (production order)']","['""PL-1413"" (SpongeBob SquarePants)', '""Driven to Drive"" (The Patrick Star Show)']","['Nurse', 'Lumberjack', 'Executive (""BusinessFish"" variant)', 'Band member', 'Sailor', 'Doctor', 'Battle re-enactor', 'Red soldier', 'Choir boy', 'Balloon seller', 'Krusty Krab commercial crew member (formerly)', 'Choir singer', 'Miner', 'Firefighter', 'TV announcer (original storyboard of ""Mermaid Man and Barnacle Boy II"")', 'Photographer', 'Student', 'Stair war solider']","['Bikini Bottom, Pacific Ocean', 'Bikini Bottomshire', 'Dead Eye Gulch', 'Binary Bottom (""RobotInc"" variant)', 'Cemetery']",Male,"['Olive green', 'Yellow-orange', 'Dark olive green', 'Pale yellow']",Beige with black pupils,"['Rodger Bumpass (""Squid Wood"")', 'Mark Fite (""The Krusty Sponge"")', 'Carlos Alazraqui (""Sing a Song of Patrick"")', 'Bill Fagerbakke (""SpongeBob SquarePants vs. The Big One"" and ""Sportz?"")', 'Maurice LaMarche (""Squid\'s on a Bus"")', 'Thomas F. Wilson (""Host-a-Palooza"" and ""Tying the Klop-Knot"")']",,Fish,,,
Incidental 28,https://spongebob.fandom.com/wiki/Incidental_28,"['""Hall Monitor""', '""Ripped Pants"" (cut)']","['Saving Bikini Bottom: The Sandy Cheeks Movie (credits) (SpongeBob SquarePants)', '""Patrick Show Land"" (The Patrick Star Show)']","['Student', 'Stair war solider']","Bikini Bottom, Pacific Ocean",Male,Light yellow and light orange,Red-orange with black pupils,"['Dee Bradley Baker', 'Tom Kenny']",,Fish,,,
Incidental 29,https://spongebob.fandom.com/wiki/Incidental_29,"""Ripped Pants""","['""SpongeBob\'s Super Bowl Party"" (SpongeBob SquarePants)', '""5 Star Restaurant"" (The Patrick Star Show)']",Stair war solider,"Bikini Bottom, Pacific Ocean",Male,"Dark blue, light blue, and gold",Dark orange sclera with black pupils,,,Bluelined angelfish,,,
Incidental 31,https://spongebob.fandom.com/wiki/Incidental_31,"""Ripped Pants""","['Saving Bikini Bottom: The Sandy Cheeks Movie (credits) (SpongeBob SquarePants)', '""Patrick Show Land"" (The Patrick Star Show)']","['Clapper guy', 'Coal miner', 'Lumberjack', 'Football player', 'Diver (Blue castaway)', 'Carnie', 'Battle re-enactor', 'Blue soldier', 'Band member', 'Krusty Krab commercial crew member (formerly)', 'Gasoline truck driver', 'Student', 'Microphone guy', 'Stair war solider']","['Bikini Bottom, Pacific Ocean', 'Dead Eye Gulch']",Male,"Cyan, light blue, and dark blue",Black,"['Clancy Brown (""Pickles"")', 'Carlos Alazraqui (""Something Smells"")', 'Rodger Bumpass (""Slimy Dancing"")', 'Bill Fagerbakke (""ChefBob"")']",,Tigerfish,,,
Don the Whale,https://spongebob.fandom.com/wiki/Don_the_Whale,"""Ripped Pants""","['""Mooned!"" (SpongeBob SquarePants)', '""Pick Patrick\'s Path"" (The Patrick Star Show)']","['Judge', 'Bodybuilder', 'Student', 'Servant of the King of Sports']","['Bikini Bottom, Pacific Ocean', 'Cemetery']",Male,Dark gray and white,Black,"['Clancy Brown', 'Dee Bradley Baker', 'Tom Kenny']",,Orca,,,
Incidental 34,https://spongebob.fandom.com/wiki/Crowd_(Inc_34),"""Ripped Pants"" (as the crowd)","['""Buff for Puff"" (SpongeBob SquarePants)', '""Star Cruise"" (The Patrick Star Show)']",,"Bikini Bottom, Pacific Ocean","['Male', 'Female']",Various,White,,,Fish,,,
Incidental 35,https://spongebob.fandom.com/wiki/Incidental_35,"""Ripped Pants""","['""Buff for Puff"" (SpongeBob SquarePants)', '""10 & 1 Toilets"" (The Patrick Star Show)']",,"Bikini Bottom, Pacific Ocean",Male,"['Light blue', 'Lavender', 'Dark blue']",Yellow with black pupils,Tom Kenny,,Fish,,,
Harold,https://spongebob.fandom.com/wiki/Harold_(Inc_36),"""Ripped Pants""","['""PL-1413"" (SpongeBob SquarePants)', '""Camp Crossbones"" (Kamp Koral: SpongeBob\'s Under Years)', '""5 Star Restaurant"" (The Patrick Star Show)']","['Foot masseur', 'Firefighter', 'Actor in Glove World! film', 'Construction worker', 'Member of the Empty Head Society', 'Blue soldier', 'Nudist camp guard', 'Krusty Krab commercial crew member (formerly)', 'Glass mover', 'Football player', 'Student', 'Stair war solider', 'Professional food sharer']","Bikini Bottom, Pacific Ocean",Male,Red-orange and light orange fins,Black,"['Clancy Brown (""Hooky"")', 'Rodger Bumpass (""ChefBob"")', 'Carlos Alazraqui (""Camp Crossbones"")']",,Fish,,,
Tuck Tucker,https://spongebob.fandom.com/wiki/Tuck_Tucker_(Inc_37A),"""Ripped Pants""","['""Mooned!"" (SpongeBob SquarePants)', '""Patrick Show Land"" (The Patrick Star Show)']","['Businessman (BusinessFish 37)', 'Russian Pet store employee', 'Sea Chicken Shack employee', 'Executive (BusinessFish 37)', 'DMV employee', 'Member of the Empty Head Society', 'Battle re-enactor', 'Red soldier', 'Fry Cook Games competitor', 'Krusty Krab commercial crew member (formerly)', 'Student', 'Stair war solider']","['Bikini Bottom, Pacific Ocean', 'Bikini Bottomshire', 'Russia', 'Dullsville']",Male,Grayish-brown,Light yellow with black pupils,"['Doug Lawrence (""Patty Hype"" and ""SpongeBob\'s Last Stand"")', 'Carolyn Lawrence (Incidental 37AKID in ""What\'s Eating Patrick?"")']",,Fish,,,
Scooter,https://spongebob.fandom.com/wiki/Scooter_(Inc_37B),"""Ripped Pants""","['Saving Bikini Bottom: The Sandy Cheeks Movie (SpongeBob SquarePants)', '""Patrick Show Land"" (The Patrick Star Show)']","['Sea Chicken Shack employee', 'Businessman', 'Battle re-enactor', 'Blue soldier', 'Red soldier', 'Snail-Po World Headquarters businessman', 'Truck driver', 'Camera man', 'Student']","['Bikini Bottom, Pacific Ocean', 'Inferno Island', 'Man Rayopolis', 'Bikini Bottomshire', 'Bikini Bottom Jail', 'Krusty Slammer']",Male,Dark purple,Light yellow and black,"['Doug Lawrence (""Squirrel Jokes,"" ""My Pretty Seahorse,"" ""There Will Be Grease,"" and ""Say Awww!"")', 'Tom Kenny (""The Sponge Who Could Fly,"" ""Spongicus,"" and ""The Commode Episode"")', 'Thomas F. Wilson (""Chocolate with Nuts"")', 'Mark Fite (""SquidBob TentaclePants"")', 'Rodger Bumpass (""Best Frenemies"" and ""Krusty Koncessionaires"")', 'Bill Fagerbakke (""All That Glitters"", ""The Original Fry Cook,"" ""Sponge-Cano!,"" ""Planet of the Jellyfish,"" and ""Tying the Klop-Knot"")', 'Eban Schletter (""The Inmates of Summer"") (singing voice)', 'Sirena Irwin (""SpongeBob\'s Place"")', 'Clancy Brown (""Mall Girl Pearl"")']",,Fish,,,
Lou,https://spongebob.fandom.com/wiki/Incidental_39,"""Ripped Pants""","['""SpongeBob\'s Super Bowl Party"" (SpongeBob SquarePants)', '""The Commode Episode"" (The Patrick Star Show)']","['Food vendor', ""Barg'N-Mart cashier"", 'Diner cook', 'Navy Sailor', 'Baker', 'Torch salesman', 'Ice Cream employee', 'Ice cream man', 'Whoopee Cushions truck driver', 'Glove World! vendor']","['Bikini Bottom, Pacific Ocean', 'Binary Bottom (""RobotInc"" variant)']",Male,Light orange,Black,"['Tom Kenny (""Life of Crime,"" ""As Seen on TV,"" ""Karate Star,"" ""Pull Up a Barrel,"" and ""Patrick\'s Coupon"")', 'Bill Fagerbakke (""Missing Identity"" and ""The Sponge Who Could Fly"")', 'Mark Fite (""Porous Pockets"")', 'Clancy Brown (""Food PBFFT! Truck"")', 'Dana Snyder (""RobotInc"" variant)']",,Fish,Ex-wife,Lou Sr.,
Harold,https://spongebob.fandom.com/wiki/Fish_eating_burger,"""Ripped Pants""","['Saving Bikini Bottom: The Sandy Cheeks Movie (SpongeBob SquarePants)', '""Patrick Show Land"" (The Patrick Star Show)']","['Pet store manager', 'Police officer', 'Buissnessman', 'Executive (""BusinessFish"" variant)', 'Pedicab driver', 'Coachman', 'Choir boy', 'Magician', 'Lemonade stand owner', 'Pitchfork salesman', 'Glove World! employee', 'Sailor', 'Band member', 'Jellyfish mascot', 'Battle re-enactor', 'Red soldier', 'Salesman', 'Torch lighter', 'Prison guard', 'Trouser Troop', 'Mailman', 'Student', 'Tank company employee', 'Stair war solider', 'Betting manager (Fish at window)']","['Bikini Bottom, Pacific Ocean', 'New Kelp City', 'Bikini Bottomshire', 'Atlantis (Fish at window)']",Male,"['Cyan', 'Light cyan', 'Dark blue', 'Reddish-purple', 'Light pink']",Black,"['Thomas F. Wilson (""The Algae\'s Always Greener"")', 'Bill Fagerbakke (""I Had an Accident"")']",,Fish,,,
Incidental 41,https://spongebob.fandom.com/wiki/Fish_at_snack_bar_(Inc_41),"""Ripped Pants"" (as one of the fish at snack bar)","['Saving Bikini Bottom: The Sandy Cheeks Movie (storyboard) (SpongeBob SquarePants)', '""Game Night"" (pictured) (Kamp Koral: SpongeBob\'s Under Years)', '""Patrick Show Land"" (The Patrick Star Show)']","['Bus driver', 'Police officer', 'Preacher', 'Choir Boy', 'SWAT Team member', 'Store clerk', 'Guppies R Us employee', 'Bank of Bikini Bottom Bank security guard', 'Executive (BusinessFish 41)', 'Sailor', 'Reef Cinema employee', 'Glove World! employee', 'Camera man', 'Lumberjack', 'Jellyfish convention announcer', 'Railroad dispatcher', 'Drum player', 'Football player', 'Battle re-enactor', 'Blue soldier', 'A No. 1 Wreckers operator', 'Actor', 'Salesman', 'Garbage truck driver', 'Collector', 'Krusty Krab commercial crew member (formerly)', 'Snail-Po World Headquarters businessman', 'The Real Mermaid Man and Barnacle Boy Movie crew member', 'Pilot', 'Kelpshake employee', 'Soldier', 'Sheriff', ""Buxton's servant"", 'Miner', 'Piano player', 'Photographer', 'Racer', 'Krusty Krab Stadium sewer control employee', 'Judge', 'Superhero', ""Neptune's Paradise Security (Bus driver)"", 'Vending machine entrepreneur', 'Student', 'Cable repairman', 'Stair war solider']","['His trailer, Bikini Bottom, Pacific Ocean', 'New Kelp City', 'Bikini Bottomshire', 'Dead Eye Gulch', 'Binary Bottom (RobotInc 1)', 'Cemetery']",Male,"['Yellow-tan', 'Lavender', 'Dark purple', 'Light green']",Black,"['Doug Lawrence (""Big Pink Loser,"" ""I\'m Your Biggest Fanatic,"" ""Procrastination,"" ""My Pretty Seahorse,"" ""Idiot Box,"" ""Doing Time,"" ""Spongicus,"" ""For Here or to Go,"" ""Move It or Lose It,"" ""Squid Baby,"" ""Out of the Picture,"" ""Insecurity Guards,"" ""Plankton and the Beanstalk,"" ""FUN-Believable,"" and ""Allergy Attack!"")', 'Tom Kenny (""Artist Unknown,"" ""Missing Identity,"" ""Mermaid Man & Barnacle Boy VI: The Motion Picture,"" ""SquidBob TentaclePants,"" ""Mrs. Puff, You\'re Fired,"" ""Wigstruck,"" ""Slimy Dancing,"" ""A Life in a Day,"" ""Gullible Pants,"" ""Chum Bucket Supreme,"" ""The Play\'s the Thing,"" ""Big Sister Sam,"" ""Squiditis,"" ""Move It or Lose It,"" ""Evil Spatula,"" ""Tutor Sauce,"" ""Sandy\'s Nutmare,"" ""Snooze You Lose,"" ""Jolly Lodgers,"" ""SpongeBob\'s Bad Habit,""  ""Plane to Sea,"" and ""Hot Crossed Nuts"")', 'Rodger Bumpass (""Sandy, SpongeBob, and the Worm,"" ""Fungus Among Us,"" ""Boat Smarts,"" ""Roller Cowards,"" ""A Flea in Her Dome,"" ""Greasy Buffoons,"" ""SpongeBob\'s Last Stand,"" ""Are You Happy Now?,"" ""Free Samples,"" ""It Came from Goo Lagoon,"" ""The Sewers of Bikini Bottom,"" ""Larry\'s Gym,"" ""Married to Money,"" ""Salsa Imbecilicus,"" ""High Sea Diving,"" ""Stormy Weather,"" ""Say Awww!,"" and ""Hot Crossed Nuts"")', 'Thomas F. Wilson (""The Algae\'s Always Greener,"" ""I Had an Accident"")', 'Kent Osborne (""The Great Snail Race,"" and ""Best Served Cold"")', 'Mark Fite (""The Krusty Sponge,"" ""Banned in Bikini Bottom,"" ""Krusty Dogs,"" and ""Safe Deposit Krabs"")', 'Bill Fagerbakke (""Sing a Song of Patrick,"" ""The Two Faces of Squidward,"" ""The Splinter,"" ""No Hat for Pat,"" ""Tunnel of Glove,"" ""Move It or Lose It,"" ""Chatterbox Gary,"" ""The Krusty Bucket,"" and ""Patrick Show Land"")', 'Paul Tibbitt (""What Ever Happened to SpongeBob?"")', 'Clancy Brown (""Kenny the Cat,"" ""Cuddle E. Hugs,"" ""Surf N\' Turf,"" and ""The Yard Sale"")', 'John Gegenhuber (""Mind the Gap"" and ""Hiccup Plague"")', 'Carlos Alazraqui (""Tattoo Hullabaloo"" and ""Too Many Patricks"")']",,Fish,,,
Judy,https://spongebob.fandom.com/wiki/Judy,"""Ripped Pants""","['Saving Bikini Bottom: The Sandy Cheeks Movie (storyboard) (SpongeBob SquarePants)', '""Driven to Drive"" (The Patrick Star Show)']","['Clothing store employee', 'Executive (""BusinessFish"" variant)', 'Student', 'Fwy Queen', 'Actor', 'Wrestle Camp model', 'Choir singer']","['Bikini Bottom, Pacific Ocean', 'Atlantic City', 'Bikini Bottomshire', 'Dead Eye Gulch', 'Bikini Bottom Jail', 'Binary Bottom (""RobotInc"" variant)']",Female,Red-pink and pale-pink,White with dark blue pupils,"['Dee Bradley Baker (""Fools in April"")', 'Mary Jo Catlett (""Squiditis"")', 'Lori Alan (""Upturn Girls"")', 'Carolyn Lawrence (""Tattoo Hullabaloo"")']",,Fish,,,
Incidental 46,https://spongebob.fandom.com/wiki/Incidental_46,"""Ripped Pants""","['""Mooned!"" (SpongeBob SquarePants)', '""Driven to Drive"" (The Patrick Star Show)']","['Band member', 'Fwy Queen', 'Flute player', 'Krusty Krab commercial crew member (formerly)', 'Choir singer', 'Boat docking clerk', 'Student', 'Stair war solider']","['Bikini Bottom, Pacific Ocean', 'Man Rayopolis', 'Bikini Bottomshire', 'Dead Eye Gulch']",Female,"Light emerald green, light blue, and light teal",Light yellow and black,"['Jill Talley', 'Sirena Irwin', 'Sara Paxton (""Bossy Boots"")', 'Mark Fite (""Giant Squidward"")']",,Fish,,,
Sadie,https://spongebob.fandom.com/wiki/Sadie,"""Ripped Pants""","['""PL-1413"" (SpongeBob SquarePants)', '""Patrick Show Land"" (The Patrick Star Show)']","['Neptunian Science Committee Scientist', 'Actor', 'Member of The Neptunian Science Committee', 'Tennis player', 'Krusty Krab commercial crew member (formerly)', 'Student']","[""Incidentals 41 and 47's trailer, Bikini Bottom, Pacific Ocean"", 'Dead Eye Gulch', 'Binary Bottom (""RobotInc"" variant)']",Female,"Light yellow, light olive-green, and light faded blue",Black,"['Carolyn Lawrence', 'Rodger Bumpass (""The Krusty Sponge"")', 'Jill Talley (""Krusty Dogs"")', 'Sirena Irwin']",,Fish,,,
Incidental 48,https://spongebob.fandom.com/wiki/Incidental_48,"""Ripped Pants""","['""The Dirty Bubble Bass"" (SpongeBob SquarePants)', '""Patrick Show Land"" (The Patrick Star Show)']","['Chef', 'Actor', 'Pirate', 'Workout video actor', 'Tennis player', 'Student', 'Tank company employee', 'Boot store employee', 'Office job', 'Werewolf groomer', 'Parade balloon handler', 'Undersea Space Agency guard', 'Bank teller', 'Stair war solider']","['Bikini Bottom, Pacific Ocean', 'Rock Bottom', 'Bikini Bottomshire', 'Pirate Territory']",Female,Aqua-blue,Black,"['Jill Talley', 'Sirena Irwin', 'Bill Fagerbakke (""Idiot Box"")', 'Tom Kenny (""Cave Dwelling Sponge"" tongue)', 'Cree Summer (""Big Baby Patrick"")']",,Tuna,,,
Incidental 49,https://spongebob.fandom.com/wiki/Incidental_49,"""Ripped Pants""","['""Necro-Nom-Nom-Nom-I-Con"" (SpongeBob SquarePants)', '""Patrick Show Land"" (The Patrick Star Show)']","['Nurse', 'Ice cream vendor', 'Businesswoman', 'Bank teller', 'Sample giver', 'Executive (""BusinessFish"" variant)', 'Werewolf groomer', 'Fry Cook Games competitor', 'Krusty Krab commercial crew member (formerly)', 'Snail-Po World Headquarters businesswoman', 'Student', 'Stair war solider', 'Waitress']","['Bikini Bottom, Pacific Ocean', 'Bikini Bottomshire', 'Dead Eye Gulch']",Female,Light orange,Black,"['Lori Alan (""Squid\'s Day Off"")', 'Tom Kenny (""Patty Hype,"" briefly in ""The Two Faces of Squidward,"" and ""The Clash of Triton"")', 'Susan Boyajian (""Chocolate with Nuts"")', 'Dee Bradley Baker (""Truth or Square"" and ""Karate Star"")', 'Carolyn Lawrence (""Face Freeze!,"" ""Stuck on the Roof,"" ""Gary\'s Playhouse"")', 'Cree Summer (""Gas Station Vacation"")']",,Fish,,,
Frank,https://spongebob.fandom.com/wiki/Lifeguard_(Inc_155),"""Ripped Pants"" (as the lifeguard)","['""SpongeBob\'s Super Bowl Party"" (SpongeBob SquarePants)', '""5 Star Restaurant"" (The Patrick Star Show)']","['Lifeguard', 'Choir boy', 'Squire', 'Blimp driver', 'Demolition driver', 'Student']","['Bikini Bottom, Pacific Ocean', 'Inferno Island', 'Man Rayopolis', 'Bikini Bottomshire (Squire)', 'Bikini Bottom Jail']",Male,Dark teal,Black,"['Dee Bradley Baker', 'Doug Lawrence', 'Tom Kenny', 'Eban Schletter (""The Inmates of Summer"") (singing voice)']",,Fish,,,
"""Loser"" incidentals",https://spongebob.fandom.com/wiki/%22Loser%22_incidentals,"""Ripped Pants""","""Dopey Dick"" (Loser 2)","['Members of the Beach Band', 'Businessman (Loser 3)']","Bikini Bottom, Pacific Ocean","['Males (Losers 2 and 3)', 'Female (Loser 1)']",Various,Various,,,"['Fish (Loser 1)', 'Anchovy (Loser 2)', 'Blue whale (Loser 3)']",,,
Carol,https://spongebob.fandom.com/wiki/Loser_1,"""Ripped Pants""","['Saving Bikini Bottom: The Sandy Cheeks Movie (SpongeBob SquarePants)', '""Patrick Show Land"" (The Patrick Star Show)']","['Nurse', 'Actor', 'Tank company employee', 'Member of the Empty Head Society', 'Krusty Krab commercial crew member (formerly)', 'Wrestle Camp model', 'Bank teller', 'Waitress', 'Member of the Beach Band (Loser 1)', 'Student', 'Stair war solider']","['Bikini Bottom, Pacific Ocean', 'New Kelp City', 'Atlantic City', 'Binary Bottom (""RobotInc"" variant)']",Female,Tan-brown,Blue,"['Sirena Irwin', 'Jill Talley', 'Carolyn Lawrence']",,Egg-fish goldfish,,,
Loser 2,https://spongebob.fandom.com/wiki/Loser_2,"""Ripped Pants""","""Dopey Dick""",Member of the Beach Band,"Bikini Bottom, Pacific Ocean",Male,"['Dark teal', 'Light teal', 'Teal']",Yellow with black pupils,Dee Bradley Baker,,Anchovy,,,
Frank,https://spongebob.fandom.com/wiki/Loser_3,"""Ripped Pants""","""Abandon Twits""","['Member of the Beach Band', 'Businessman']","Bikini Bottom, Pacific Ocean",Male,Black and pale gray,Black,"['Carlos Alazraqui', 'Doug Lawrence']",,Blue whale,Martha (ex-wife),,
Queen jellyfish,https://spongebob.fandom.com/wiki/Queen_jellyfish,,,,,,,,,,,,,
Sheldon J. Plankton,https://spongebob.fandom.com/wiki/Sheldon_J._Plankton,"""Plankton!""",Plankton: The Movie (upcoming),"['Co-owner and founder of the Chum Bucket', ""Camp chef (Kamp Koral: SpongeBob's Under Years)""]","Chum Bucket, Bikini Bottom, Pacific Ocean",Male,Deep green,Yellow with a red pupil (sometimes pink or orange),Doug Lawrence,,Planktonic copepod,Karen Plankton (wife),"['Gordon Plankton (father)', 'Ma Plankton (mother)']","['Chip Plankton II (son)', 'C.H.U.M. (creations)', 'PlanKrab (clone/creation)']"
